Time (Instant);ElapsedTime (s);PositionRef S3.GPS_POSITION_NOISE_1M (m);PositionDispl S3.GPS_POSITION_NOISE_1M (m);PositionError S3.GPS_POSITION_NOISE_1M (m);GpsSpeedInput S3.GPS_POSITION_NOISE_1M (m/s);GpsSpeedInputError S3.GPS_POSITION_NOISE_1M (m/s);LatitudeRef S3.GPS_POSITION_NOISE_1M (deg);LatitudeInput S3.GPS_POSITION_NOISE_1M (deg);LatitudeError S3.GPS_POSITION_NOISE_1M (deg);LongitudeRef S3.GPS_POSITION_NOISE_1M (deg);LongitudeInput S3.GPS_POSITION_NOISE_1M (deg);LongitudeError S3.GPS_POSITION_NOISE_1M (deg);GpsInvalidInput S3.GPS_POSITION_NOISE_1M;SpeedRef S3.GPS_POSITION_NOISE_1M (m/s);TrainSpeedInput S3.GPS_POSITION_NOISE_1M (m/s);TrainSpeedInputError S3.GPS_POSITION_NOISE_1M (m/s);SpeedDispl S3.GPS_POSITION_NOISE_1M (m/s);SpeedDisplError S3.GPS_POSITION_NOISE_1M (m/s)
2026-07-13T19:47:07Z;0.000;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278385000;0.000015000;18.010141000;18.010170000;-0.000029000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-13T19:47:07Z;0.000;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278385000;0.000015000;18.010141000;18.010170000;-0.000029000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-13T19:47:07.599Z;0.599;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010170000;-0.000029000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-13T19:47:08.199Z;1.199;0.000000;0.371183;-0.371183;0.000000;0.000000;59.278400000;59.278389000;0.000011000;18.010141000;18.010139000;0.000002000;false;0.000000;0.000000;0.000000;0.000250;-0.000250
2026-07-13T19:47:08.599Z;1.599;0.000000;0.371233;-0.371233;0.000000;0.000000;59.278400000;59.278408000;-0.000008000;18.010141000;18.010136000;0.000005000;false;0.000000;0.000000;0.000000;0.000018;-0.000018
2026-07-13T19:47:09.199Z;2.199;0.000000;-1.585467;1.585467;0.000000;0.000000;59.278400000;59.278412000;-0.000012000;18.010141000;18.010111000;0.000030000;false;0.000000;0.000000;0.000000;-0.001258;0.001258
2026-07-13T19:47:09.599Z;2.599;0.000000;-1.585718;1.585718;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010160000;-0.000019000;false;0.000000;0.000000;0.000000;-0.000090;0.000090
2026-07-13T19:47:10.199Z;3.199;0.000000;-0.339937;0.339937;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010139000;0.000002000;false;0.000000;0.000000;0.000000;0.002712;-0.002712
2026-07-13T19:47:10.599Z;3.599;0.000000;-0.339337;0.339337;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010136000;0.000005000;false;0.000000;0.000000;0.000000;0.000206;-0.000206
2026-07-13T19:47:11.199Z;4.199;0.000000;-0.905139;0.905139;0.000000;0.000000;59.278400000;59.278408000;-0.000008000;18.010141000;18.010153000;-0.000012000;false;0.000000;0.000000;0.000000;-0.001431;0.001431
2026-07-13T19:47:11.599Z;4.599;0.000000;-0.905457;0.905457;0.000000;0.000000;59.278400000;59.278408000;-0.000008000;18.010141000;18.010143000;-0.000002000;false;0.000000;0.000000;0.000000;-0.000109;0.000109
2026-07-13T19:47:12.199Z;5.199;0.000000;-0.514652;0.514652;0.000000;0.000000;59.278400000;59.278416000;-0.000016000;18.010141000;18.010126000;0.000015000;false;0.000000;0.000000;0.000000;0.001038;-0.001038
2026-07-13T19:47:12.599Z;5.599;0.000000;-0.514423;0.514423;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010139000;0.000002000;false;0.000000;0.000000;0.000000;0.000078;-0.000078
2026-07-13T19:47:12.599Z;5.599;0.000000;-0.514423;0.514423;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010139000;0.000002000;false;0.000000;0.000000;0.000000;0.000078;-0.000078
2026-07-13T19:47:13.199Z;6.199;0.000000;0.781219;-0.781219;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010118000;0.000023000;false;0.000000;0.000000;0.000000;0.003386;-0.003386
2026-07-13T19:47:13.199Z;6.199;0.000000;0.781219;-0.781219;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010118000;0.000023000;false;0.000000;0.000000;0.000000;0.003386;-0.003386
2026-07-13T19:47:13.599Z;6.599;0.000000;0.781966;-0.781966;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010160000;-0.000019000;false;0.000000;0.000000;0.000000;0.000257;-0.000257
2026-07-13T19:47:14.199Z;7.199;0.000000;-1.926054;1.926054;0.000000;0.000000;59.278400000;59.278416000;-0.000016000;18.010141000;18.010174000;-0.000033000;false;0.000000;0.000000;0.000000;-0.006818;0.006818
2026-07-13T19:47:14.599Z;7.599;0.000000;-1.927567;1.927567;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010160000;-0.000019000;false;0.000000;0.000000;0.000000;-0.000522;0.000522
2026-07-13T19:47:14.599Z;7.599;0.000000;-1.927567;1.927567;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010160000;-0.000019000;false;0.000000;0.000000;0.000000;-0.000522;0.000522
2026-07-13T19:47:15.199Z;8.199;0.000000;0.899850;-0.899850;0.000000;0.000000;59.278400000;59.278397000;0.000003000;18.010141000;18.010115000;0.000026000;false;0.000000;0.000000;0.000000;0.007230;-0.007230
2026-07-13T19:47:15.199Z;8.199;0.000000;0.899850;-0.899850;0.000000;0.000000;59.278400000;59.278397000;0.000003000;18.010141000;18.010115000;0.000026000;false;0.000000;0.000000;0.000000;0.007230;-0.007230
2026-07-13T19:47:15.599Z;8.599;0.000000;0.901450;-0.901450;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010155000;-0.000014000;false;0.000000;0.000000;0.000000;0.000553;-0.000553
2026-07-13T19:47:15.599Z;8.599;0.000000;0.901450;-0.901450;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010155000;-0.000014000;false;0.000000;0.000000;0.000000;0.000553;-0.000553
2026-07-13T19:47:16.199Z;9.199;0.000000;2.121327;-2.121327;0.000000;0.000000;59.278400000;59.278385000;0.000015000;18.010141000;18.010115000;0.000026000;false;0.000000;0.000000;0.000000;0.003038;-0.003038
2026-07-13T19:47:16.199Z;9.199;0.000000;2.121327;-2.121327;0.000000;0.000000;59.278400000;59.278385000;0.000015000;18.010141000;18.010115000;0.000026000;false;0.000000;0.000000;0.000000;0.003038;-0.003038
2026-07-13T19:47:16.599Z;9.599;0.000000;2.121998;-2.121998;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010157000;-0.000016000;false;0.000000;0.000000;0.000000;0.000230;-0.000230
2026-07-13T19:47:16.599Z;9.599;0.000000;2.121998;-2.121998;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010157000;-0.000016000;false;0.000000;0.000000;0.000000;0.000230;-0.000230
2026-07-13T19:47:17.199Z;10.199;0.000000;0.618969;-0.618969;0.000000;0.000000;59.278400000;59.278397000;0.000003000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;-0.003810;0.003810
2026-07-13T19:47:17.199Z;10.199;0.000000;0.618969;-0.618969;0.000000;0.000000;59.278400000;59.278397000;0.000003000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;-0.003810;0.003810
2026-07-13T19:47:17.599Z;10.599;0.000000;0.618125;-0.618125;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;-0.000290;0.000290
2026-07-13T19:47:18.199Z;11.199;0.000000;-0.984954;0.984954;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010187000;-0.000046000;false;0.000000;0.000000;0.000000;-0.004249;0.004249
2026-07-13T19:47:18.599Z;11.599;0.000000;-0.985889;0.985889;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010134000;0.000007000;false;0.000000;0.000000;0.000000;-0.000322;0.000322
2026-07-13T19:47:19.199Z;12.199;0.000000;-1.027415;1.027415;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010160000;-0.000019000;false;0.000000;0.000000;0.000000;-0.000112;0.000112
2026-07-13T19:47:19.599Z;12.599;0.000000;-1.027438;1.027438;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010132000;0.000009000;false;0.000000;0.000000;0.000000;-0.000008;0.000008
2026-07-13T19:47:19.599Z;12.599;0.000000;-1.027438;1.027438;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010132000;0.000009000;false;0.000000;0.000000;0.000000;-0.000008;0.000008
2026-07-13T19:47:20.199Z;13.199;0.000000;-0.227274;0.227274;0.000000;0.000000;59.278400000;59.278412000;-0.000012000;18.010141000;18.010124000;0.000017000;false;0.000000;0.000000;0.000000;0.002153;-0.002153
2026-07-13T19:47:20.199Z;13.199;0.000000;-0.227274;0.227274;0.000000;0.000000;59.278400000;59.278412000;-0.000012000;18.010141000;18.010124000;0.000017000;false;0.000000;0.000000;0.000000;0.002153;-0.002153
2026-07-13T19:47:20.599Z;13.599;0.000000;-0.226800;0.226800;0.000000;0.000000;59.278400000;59.278412000;-0.000012000;18.010141000;18.010109000;0.000032000;false;0.000000;0.000000;0.000000;0.000163;-0.000163
2026-07-13T19:47:20.599Z;13.599;0.000000;-0.226800;0.226800;0.000000;0.000000;59.278400000;59.278412000;-0.000012000;18.010141000;18.010109000;0.000032000;false;0.000000;0.000000;0.000000;0.000163;-0.000163
2026-07-13T19:47:21.199Z;14.199;0.000000;0.574440;-0.574440;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010139000;0.000002000;false;0.000000;0.000000;0.000000;0.002053;-0.002053
2026-07-13T19:47:21.199Z;14.199;0.000000;0.574440;-0.574440;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010139000;0.000002000;false;0.000000;0.000000;0.000000;0.002053;-0.002053
2026-07-13T19:47:21.599Z;14.599;0.000000;0.574894;-0.574894;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010155000;-0.000014000;false;0.000000;0.000000;0.000000;0.000155;-0.000155
2026-07-13T19:47:21.599Z;14.599;0.000000;0.574894;-0.574894;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010155000;-0.000014000;false;0.000000;0.000000;0.000000;0.000155;-0.000155
2026-07-13T19:47:22.199Z;15.199;0.000000;0.763557;-0.763557;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010138000;0.000003000;false;0.000000;0.000000;0.000000;0.000488;-0.000488
2026-07-13T19:47:22.199Z;15.199;0.000000;0.763557;-0.763557;0.000000;0.000000;59.278400000;59.278393000;0.000007000;18.010141000;18.010138000;0.000003000;false;0.000000;0.000000;0.000000;0.000488;-0.000488
2026-07-13T19:47:22.599Z;15.599;0.000000;0.763664;-0.763664;0.000000;0.000000;59.278400000;59.278397000;0.000003000;18.010141000;18.010153000;-0.000012000;false;0.000000;0.000000;0.000000;0.000037;-0.000037
2026-07-13T19:47:22.599Z;15.599;0.000000;0.763664;-0.763664;0.000000;0.000000;59.278400000;59.278397000;0.000003000;18.010141000;18.010153000;-0.000012000;false;0.000000;0.000000;0.000000;0.000037;-0.000037
2026-07-13T19:47:23.199Z;16.199;0.000000;-0.111390;0.111390;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010149000;-0.000008000;false;0.000000;0.000000;0.000000;-0.002250;0.002250
2026-07-13T19:47:23.199Z;16.199;0.000000;-0.111390;0.111390;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010149000;-0.000008000;false;0.000000;0.000000;0.000000;-0.002250;0.002250
2026-07-13T19:47:23.599Z;16.599;0.000000;-0.111889;0.111889;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010160000;-0.000019000;false;0.000000;0.000000;0.000000;-0.000171;0.000171
2026-07-13T19:47:23.599Z;16.599;0.000000;-0.111889;0.111889;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010160000;-0.000019000;false;0.000000;0.000000;0.000000;-0.000171;0.000171
2026-07-13T19:47:24.199Z;17.199;0.000000;0.173353;-0.173353;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010138000;0.000003000;false;0.000000;0.000000;0.000000;0.000727;-0.000727
2026-07-13T19:47:24.199Z;17.199;0.000000;0.173353;-0.173353;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010138000;0.000003000;false;0.000000;0.000000;0.000000;0.000727;-0.000727
2026-07-13T19:47:24.599Z;17.599;0.000000;0.173514;-0.173514;0.000000;0.000000;59.278400000;59.278389000;0.000011000;18.010141000;18.010143000;-0.000002000;false;0.000000;0.000000;0.000000;0.000055;-0.000055
2026-07-13T19:47:24.599Z;17.599;0.000000;0.173514;-0.173514;0.000000;0.000000;59.278400000;59.278389000;0.000011000;18.010141000;18.010143000;-0.000002000;false;0.000000;0.000000;0.000000;0.000055;-0.000055
2026-07-13T19:47:25.199Z;18.199;0.000000;-0.103730;0.103730;0.000000;0.000000;59.278400000;59.278404000;-0.000004000;18.010141000;18.010139000;0.000002000;false;0.000000;0.000000;0.000000;-0.000721;0.000721
