Time(Instant);ElapsedTime(s);Reference Position (m);Position BASELINE (m);Position Error BASELINE (m);Reference Speed (m/s);Speed BASELINE (m/s);Speed Error BASELINE (m/s)
19:47:22;1783367242.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:22;1783367242.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:22;1783367242.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:22;1783367242.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:23;1783367243.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:23;1783367243.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:23;1783367243.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:23;1783367243.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:24;1783367244.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:24;1783367244.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:24;1783367244.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:24;1783367244.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:25;1783367245.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:25;1783367245.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:25;1783367245.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:25;1783367245.799;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:26;1783367246.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:26;1783367246.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:26;1783367246.999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:26;1783367246.999;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:27;1783367247.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
19:47:27;1783367247.399;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
