Time (Instant);ElapsedTime (s);PositionRef S6.2.GPS_DELAY_1000MS (m);PositionDispl S6.2.GPS_DELAY_1000MS (m);PositionError S6.2.GPS_DELAY_1000MS (m);GpsSpeedInput S6.2.GPS_DELAY_1000MS (m/s);GpsSpeedInputError S6.2.GPS_DELAY_1000MS (m/s);LatitudeRef S6.2.GPS_DELAY_1000MS (deg);LatitudeInput S6.2.GPS_DELAY_1000MS (deg);LatitudeError S6.2.GPS_DELAY_1000MS (deg);LongitudeRef S6.2.GPS_DELAY_1000MS (deg);LongitudeInput S6.2.GPS_DELAY_1000MS (deg);LongitudeError S6.2.GPS_DELAY_1000MS (deg);GpsInvalidInput S6.2.GPS_DELAY_1000MS;SpeedRef S6.2.GPS_DELAY_1000MS (m/s);TrainSpeedInput S6.2.GPS_DELAY_1000MS (m/s);TrainSpeedInputError S6.2.GPS_DELAY_1000MS (m/s);SpeedDispl S6.2.GPS_DELAY_1000MS (m/s);SpeedDisplError S6.2.GPS_DELAY_1000MS (m/s)
2026-07-12T19:47:08Z;0.000;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:08Z;0.000;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:08.599Z;0.599;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:09.199Z;1.199;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:09.599Z;1.599;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:10.199Z;2.199;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:10.599Z;2.599;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:11.199Z;3.199;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:11.599Z;3.599;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:12.199Z;4.199;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:12.599Z;4.599;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:13.199Z;5.199;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:13.599Z;5.599;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
2026-07-12T19:47:14.199Z;6.199;0.000000;0.000000;0.000000;0.000000;0.000000;59.278400000;59.278400000;0.000000000;18.010141000;18.010141000;0.000000000;false;0.000000;0.000000;0.000000;0.000000;0.000000
